crash_date,dotw,weekend,year,quarter,light_desc,county_desc,county_no,junction_desc,collision_type_desc,surf_cond_desc,rd_cond_desc,rd_div_desc,fix_obj_desc,report_no,acc_date,acc_time,signal_flag_desc,signal_flag,c_m_zone_flag,harm_event_code1,harm_event_desc2,harm_event_code2,rte_no,log_mile,logmile_dir_flag_desc,logmile_dir_flag,mainroad_name,distance,feet_miles_flag,distance_dir_flag,reference_no,reference_road_name,latitude,longitude,geocoded_column_type,geocoded_column_coordinates,report_type,weather_desc,feet_miles_flag_desc,reference_suffix,ped_injury,fatal_injury,harm_event_desc1,crash_datetime
2021-10-20,Wed,N,2021,Q4,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,One-way Trafficway,Not Applicable,ADK529001L,20211020,19:34:00,Yes,Y,N,1,Other Vehicle,1,1445,0.71,North,N,N BROADWAY,0,F,N,4260,E EAGER ST,39.2954666850646,-76.5856495714909,Point,,Injury Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2021-10-20T19:34:00Z
2021-11-18,Thu,N,2021,Q4,Dark Lights On,Baltimore City,24,Intersection Related,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Light Support Pole,ADK6750004,20211118,01:10:00,Yes,Y,N,1,Fixed Object,9,1025,0,South,S,N WOLFE ST,0,F,S,4650,E 25TH ST,39.2952718760137,-76.5906461278553,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2021-11-18T01:10:00Z
2021-11-16,Tue,N,2021,Q4,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Not Applicable,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ8440033,20211116,19:19:00,Yes,Y,N,1,Not Applicable,0,1665,1.647,East,E,E BALTIMORE ST,50,F,E,1415,S PATTERSON PARK AVE,39.291926,-76.584324,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2021-11-16T19:19:00Z
2021-11-17,Wed,N,2021,Q4,Dark Lights On,Baltimore City,24,Intersection Related,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK604000Y,20211117,17:45:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,E BALTIMORE ST,0,F,E,NA,S CHESTER ST,39.2917823436309,-76.5874117971444,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2021-11-17T17:45:00Z
2021-12-30,Thu,N,2021,Q4,Not Applicable,Baltimore City,24,Not Applicable,Same Direction Left Turn,Not Applicable,Not Applicable,One-way Trafficway,Not Applicable,ADK124003Y,20211230,19:14:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,400  N WASHINGTON ST,0,U,N,NA,1900 ORLEANS ST,39.2953891332606,-76.5893847271726,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,Other Vehicle,2021-12-30T19:14:00Z
2022-02-14,Mon,N,2022,Q1,Daylight,Baltimore City,24,NA,Same Direction Rear End,NA,NA,NA,Not Applicable,ADK6340001,20220214,08:05:00,No,N,N,1,Not Applicable,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2948806067996,-76.5922907326816,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,Other Vehicle,2022-02-14T08:05:00Z
2022-03-10,Thu,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI703006X,20220310,13:45:00,Yes,Y,N,1,Not Applicable,0,1087,0.331,North,N,N WASHINGTON ST,0,F,N,0,JEFFERSON ST,39.2964496502707,-76.5894668756155,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-03-10T13:45:00Z
2022-03-02,Wed,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADG204002B,20220302,14:24:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,1900 ORLEANS STREET,0,F,E,NA,400 N. WOLFE STREET,39.2952848517815,-76.5907870953682,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-03-02T14:24:00Z
2022-03-17,Thu,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADK5290029,20220317,16:48:00,Yes,Y,N,1,Other Vehicle,1,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.2952758508979,-76.5907799354292,Point,,Property Damage Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-03-17T16:48:00Z
2022-03-04,Fri,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,One-way Trafficway,Not Applicable,ADK5290028,20220304,16:10:00,Yes,Y,N,1,Bicycle,4,NA,0,NA,NA,N COLLINGTON,0,F,E,NA,JEFFERSON ST,39.2965624333286,-76.5865374649084,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-03-04T16:10:00Z
2022-03-14,Mon,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK101001X,20220314,08:00:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,FAYETTE,0,F,E,NA,PATTERSON PARK,39.2943259646033,-76.5847855281849,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-03-14T08:00:00Z
2022-01-19,Wed,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Single Vehicle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK7210003,20220119,12:10:00,Yes,Y,N,3,Not Applicable,0,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.295308133038,-76.5907242734986,Point,,Injury Crash,NA,Feet,NA,Y,N,Pedestrian,2022-01-19T12:10:00Z
2022-01-25,Tue,N,2022,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ902004C,20220125,13:41:00,No,N,N,2,Not Applicable,0,1025,1.48,South,S,N WOLFE ST,10,F,N,1680,E FAYETTE ST,39.294225793249,-76.5905979185013,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-01-25T13:41:00Z
2022-02-19,Sat,Y,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ294004Q,20220219,13:37:00,Yes,Y,N,1,Not Applicable,0,40,6.84,East,E,ORLEANS ST,0,F,E,1410,N PATTERSON PARK AVE,39.2955390204304,-76.5849044337296,Point,,Injury Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-02-19T13:37:00Z
2022-03-05,Sat,Y,2022,Q1,Dark Lights On,Baltimore City,24,Not Applicable,Other,Dry,No Defects,One-way Trafficway,Not Applicable,ADH516002D,20220305,01:22:00,Yes,Y,N,1,Not Applicable,0,1680,1.07,West,W,E FAYETTE ST,5,F,E,1087,N WASHINGTON ST,39.294142935879,-76.5893138596999,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-03-05T01:22:00Z
2022-02-25,Fri,N,2022,Q1,Daylight,Baltimore City,24,Not Applicable,Other,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADF1890022,20220225,09:50:00,No,N,N,6,Other Vehicle,1,NA,0,NA,NA,001. N. ANN ST.,0,F,N,NA,1800 E. BALTIMORE ST.,39.2917271935577,-76.591793775684,Point,,Injury Crash,Not Applicable,Feet,NA,N,N,Other Conveyance,2022-02-25T09:50:00Z
2022-02-11,Fri,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Not Applicable,No Defects,"Two-way, Not Divided",Not Applicable,ADJ617001J,20220211,12:20:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,2300 ORLEANS ST,0,F,E,NA,400 N PATTERSON PARK,39.295592461431,-76.5849473185939,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-02-11T12:20:00Z
2022-02-18,Fri,N,2022,Q1,NA,Baltimore City,24,Non Intersection,Opposite Direction Sideswipe,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK503001B,20220218,21:50:00,No,N,N,1,Parked Vehicle,2,NA,0,NA,NA,E EAGER STREET,0,U,E,NA,N LUZERNE AVE,39.2954910465422,-76.5847651389126,Point,,Property Damage Crash,NA,NA,NA,N,N,Other Vehicle,2022-02-18T21:50:00Z
2022-01-03,Mon,N,2022,Q1,Daylight,Baltimore City,24,Non Intersection,Not Applicable,Snow,Not Applicable,"Two-way, Not Divided",Not Applicable,ADJ866001L,20220103,11:32:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,1800 BALTIMORE,0,F,E,NA,DURHAMD,39.2917039020208,-76.590876113361,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-01-03T11:32:00Z
2022-02-17,Thu,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Not Applicable,No Defects,"Two-way, Not Divided",Not Applicable,ADK101001T,20220217,08:18:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,PATERSON PARK AVE,0,F,W,NA,FAYETTE ST,39.2942823419741,-76.5856272456035,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-02-17T08:18:00Z
2022-02-26,Sat,Y,2022,Q1,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADH7000021,20220226,16:21:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS ST,0,F,E,NA,300 WOLFE ST,39.2953820049486,-76.5925810866334,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-02-26T16:21:00Z
2022-02-27,Sun,Y,2022,Q1,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK319001D,20220227,04:05:00,No,N,N,1,Other Vehicle,1,40,6.753,East,E,ORLEANS ST,0,F,E,0,N COLLINGTON AVE,39.2954480057095,-76.5864571916667,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-02-27T04:05:00Z
2022-03-22,Tue,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,Other,Not Applicable,ADK6850007,20220322,18:00:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,ORLEANS,0,F,N,NA,MONTFORD,39.2955619737614,-76.5835422156176,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-03-22T18:00:00Z
2022-02-26,Sat,Y,2022,Q1,Dark Lights On,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADH516002C,20220226,04:12:00,Yes,Y,N,1,Not Applicable,0,1680,1.14,West,W,E FAYETTE ST,5,F,E,1025,N WOLFE ST,39.2940688845562,-76.590671949923,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-02-26T04:12:00Z
2022-02-12,Sat,Y,2022,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK320000Y,20220212,02:13:00,Yes,Y,N,2,Not Applicable,0,1390,0.24,West,W,E LOMBARD ST,50,F,E,1085,S WASHINGTON ST,39.2905840661251,-76.5887129196547,Point,,Injury Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-02-12T02:13:00Z
2022-02-24,Thu,N,2022,Q1,Dark Lights On,Baltimore City,24,Intersection,Head On Left Turn,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Curb,ADK571001M,20220224,18:17:00,No,N,N,1,Fixed Object,9,NA,0,NA,NA,E FAYETTE ST,0,F,E,NA,N ANN ST,39.293965,-76.591916,Point,,Property Damage Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-02-24T18:17:00Z
2022-03-20,Sun,Y,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Not Applicable,Not Applicable,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK5450012,20220320,18:24:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,500 N. PATTERSON PARK,0,F,U,NA,2400 JEFFERSON STREET,39.2966187379342,-76.5849969101874,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-03-20T18:24:00Z
2022-02-14,Mon,N,2022,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK5030018,20220214,16:44:00,No,N,Y,1,Not Applicable,0,NA,0,NA,NA,E MONUMENT STREET,0,U,E,NA,N DECKER AVE,39.2954910465422,-76.5847651389126,Point,,Property Damage Crash,NA,NA,NA,N,N,Other Vehicle,2022-02-14T16:44:00Z
2022-01-08,Sat,Y,2022,Q1,Daylight,Baltimore City,24,Not Applicable,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADH8570053,20220108,09:15:00,Yes,Y,N,5,Not Applicable,0,NA,0,NA,NA,200 N CHESTER,0,F,U,NA,2100 E FAYETTE,39.2941904048723,-76.5875690334973,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Pedalcycle,2022-01-08T09:15:00Z
2022-01-19,Wed,N,2022,Q1,NA,Baltimore City,24,Intersection,Same Direction Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Curb,ADK7210002,20220119,07:20:00,Yes,Y,N,1,Fixed Object,9,40,6.7,East,E,ORLEANS ST,0,F,E,0,N CHESTER ST,39.295411919976,-76.5876135815936,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-01-19T07:20:00Z
2022-01-04,Tue,N,2022,Q1,Dark Lights On,Baltimore City,24,Intersection,Other,Wet,Not Applicable,Not Applicable,Not Applicable,ADK487000R,20220104,04:40:00,Yes,Y,N,2,Other Vehicle,1,NA,0,NA,NA,NPATTERSON,0,F,N,NA,JEFFRESON ST,39.2966624510629,-76.5849841040418,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-01-04T04:40:00Z
2022-01-25,Tue,N,2022,Q1,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,Other,Not Applicable,ADJ294004L,20220125,14:00:00,No,N,N,0,Not Applicable,0,1025,1.254,South,S,N WOLFE ST,100,F,S,0,JOHNS HOPKINS HOSPITAL,39.2961720154362,-76.591426144119,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,Not Applicable,2022-01-25T14:00:00Z
2022-03-30,Wed,N,2022,Q1,Dark Lights On,Baltimore City,24,Not Applicable,Other,Not Applicable,No Defects,Not Applicable,Not Applicable,ADK319001F,20220330,00:53:00,No,N,N,1,Other Vehicle,1,40,6.6,East,E,ORLEANS ST,0,U,E,1087,N WASHINGTON ST,39.2955952365505,-76.5891747680392,Point,,Property Damage Crash,NA,NA,NA,N,N,Other Vehicle,2022-03-30T00:53:00Z
2022-01-13,Thu,N,2022,Q1,Dark Lights On,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,Not Applicable,Not Applicable,ADK319001B,20220113,00:30:00,Yes,Y,N,1,Other Vehicle,1,1680,0.905,West,W,E FAYETTE ST,0,F,W,0,N COLLINGTON AVE,39.2942422,-76.5863798,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-01-13T00:30:00Z
2022-03-20,Sun,Y,2022,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,Not Applicable,Not Applicable,ADK580000Q,20220320,17:00:00,No,N,N,1,Parked Vehicle,2,NA,0,NA,NA,ORLEANS ST,5,F,W,NA,N. WASHINGTON,39.2952002118495,-76.5889598906837,Point,,Injury Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-03-20T17:00:00Z
2022-02-16,Wed,N,2022,Q1,Daylight,Baltimore City,24,Not Applicable,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK5290024,20220216,14:38:00,No,N,N,1,Other Vehicle,1,40,6.795,East,E,ORLEANS ST,20,F,W,0,N MADEIRA ST,39.2954882992778,-76.5855824474586,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-02-16T14:38:00Z
2022-03-17,Thu,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADK526001H,20220317,17:29:00,Yes,Y,N,4,Not Applicable,0,NA,0,NA,NA,E FAIRMOUNT,0,F,E,NA,N BRADFORD,39.2930126912821,-76.5840594553059,Point,,Injury Crash,Raining,Feet,NA,N,N,Bicycle,2022-03-17T17:29:00Z
2022-02-14,Mon,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK5030019,20220214,16:55:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,N CAROLINE STREET,0,F,W,NA,ORLEANS STREET,39.2954910465422,-76.5847651389126,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-02-14T16:55:00Z
2022-02-01,Tue,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ294004M,20220201,10:04:00,Yes,Y,N,0,Not Applicable,0,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.2952772908805,-76.5905946050416,Point,,Injury Crash,NA,Feet,NA,N,N,Not Applicable,2022-02-01T10:04:00Z
2022-03-31,Thu,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADK721000B,20220331,14:25:00,Yes,Y,N,1,Other Vehicle,1,40,6.6,East,E,ORLEANS ST,0,F,E,1087,N WASHINGTON ST,39.2953383369555,-76.5893858011279,Point,,Property Damage Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-03-31T14:25:00Z
2022-01-21,Fri,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK7090002,20220121,08:32:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,2000 E FAYETTE,0,F,E,NA,200 N CASTLE,39.2941871517132,-76.5884351487894,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-01-21T08:32:00Z
2022-03-18,Fri,N,2022,Q1,Daylight,Baltimore City,24,Not Applicable,Single Vehicle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ866001W,20220318,12:24:00,No,N,N,3,Not Applicable,0,NA,0,NA,NA,LOMBARD,0,F,E,NA,CASTLE,39.2906628569364,-76.5860340555367,Point,,Injury Crash,Not Applicable,Feet,NA,Y,N,Pedestrian,2022-03-18T12:24:00Z
2022-02-24,Thu,N,2022,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,One-way Trafficway,Not Applicable,ADI245005B,20220224,09:30:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,400 HIGH ST,0,F,S,NA,800 TRINITY,39.2957476126273,-76.5835417932367,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-02-24T09:30:00Z
2022-03-15,Tue,N,2022,Q1,Daylight,Baltimore City,24,Intersection Related,Same Direction Sideswipe,Dry,No Defects,One-way Trafficway,Not Applicable,ADK7210009,20220315,17:00:00,Yes,Y,N,2,Not Applicable,0,NA,0,NA,NA,N CASTLE ST,0,F,S,NA,E FAYETTE ST,39.2942236989102,-76.5884129861621,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-03-15T17:00:00Z
2022-04-01,Fri,N,2022,Q2,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Not Applicable,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK7100007,20220401,23:52:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,2300 E FAYETTE ST,0,F,W,NA,100 N PATTERSON PARK AVE,39.294408,-76.584706,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-04-01T23:52:00Z
2022-05-19,Thu,N,2022,Q2,Daylight,Baltimore City,24,NA,Other,NA,NA,NA,Not Applicable,ADK503001N,20220519,08:52:00,No,N,N,1,Not Applicable,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2905133579599,-76.5907064871047,Point,,Property Damage Crash,NA,NA,NA,N,N,Other Vehicle,2022-05-19T08:52:00Z
2022-06-10,Fri,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ8660023,20220610,07:49:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,BALTIMORE STREET,0,F,N,NA,WASHINGTON STREET,39.2917256984125,-76.5889952142892,Point,,Injury Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-06-10T07:49:00Z
2022-05-30,Mon,N,2022,Q2,Dark Lights On,Baltimore City,24,Intersection Related,Same Movement Angle,Dry,Not Applicable,"Two-way, Not Divided",Not Applicable,ADK583000S,20220530,01:49:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,N. CHESTER ST,5,F,S,NA,ORLEANS ST,39.2954425249246,-76.587640152327,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-05-30T01:49:00Z
2022-06-22,Wed,N,2022,Q2,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,One-way Trafficway,Not Applicable,ADK538001F,20220622,21:57:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,E FAYETTE,0,F,N,NA,N WASHINGTON,39.2941351657139,-76.5893190888173,Point,,Property Damage Crash,Raining,Feet,NA,N,N,Other Vehicle,2022-06-22T21:57:00Z
2022-06-24,Fri,N,2022,Q2,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK709000R,20220624,15:30:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,E FAYETTE ST,0,F,E,NA,N WOLFE ST,39.2931871919192,-76.5904756262626,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-06-24T15:30:00Z
2022-04-11,Mon,N,2022,Q2,Dark Lights On,Baltimore City,24,Intersection Related,Opposite Direction Sideswipe,Dry,No Defects,One-way Trafficway,Not Applicable,ADI205002X,20220411,23:51:00,Yes,Y,N,2,Not Applicable,0,40,6.643,East,E,ORLEANS ST,15,F,W,0,N CASTLE ST,39.2954208160322,-76.5885049113946,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-04-11T23:51:00Z
2022-04-30,Sat,Y,2022,Q2,Daylight,Baltimore City,24,Not Applicable,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ632008R,20220430,08:25:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,2400 OREALNS,5,F,W,NA,400 N MONTOFORD,39.2955807180689,-76.5835203459819,Point,,Injury Crash,NA,Feet,NA,N,N,Other Vehicle,2022-04-30T08:25:00Z
2022-04-29,Fri,N,2022,Q2,Dark Lights On,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,Not Applicable,One-way Trafficway,Not Applicable,ADK624000N,20220429,21:12:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,E FAIRMOUNT AV,3,F,W,NA,N COLLINGTON,39.292939173318,-76.5859306208446,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-04-29T21:12:00Z
2022-05-09,Mon,N,2022,Q2,NA,Baltimore City,24,Not Applicable,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ632008T,20220509,05:00:00,No,N,N,2,Parked Vehicle,2,NA,0,NA,NA,500 N MONTFORD,5,F,N,NA,2400 JEFFERSON,39.2970773050002,-76.5835981300433,Point,,Property Damage Crash,NA,Feet,NA,N,N,Parked Vehicle,2022-05-09T05:00:00Z
2022-05-22,Sun,Y,2022,Q2,Dark Lights On,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK319001K,20220522,02:23:00,No,N,N,1,Other Vehicle,1,40,6.7,East,E,ORLEANS ST,0,F,E,0,N CHESTER ST,39.2954017484296,-76.5876870864575,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-05-22T02:23:00Z
2022-05-09,Mon,N,2022,Q2,Daylight,Baltimore City,24,Intersection Related,Same Direction Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADK503001M,20220509,15:26:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,E NORTH AVE,0,U,U,NA,N GAY ST,39.2905133579599,-76.5907064871047,Point,,Property Damage Crash,NA,NA,NA,N,N,Other Vehicle,2022-05-09T15:26:00Z
2022-05-17,Tue,N,2022,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,MTA0378001G,20220517,16:30:00,No,N,N,1,Not Applicable,0,1680,1.07,West,W,E FAYETTE ST,500,F,E,1087,N WASHINGTON ST,39.294081765758,-76.5900894690307,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-05-17T16:30:00Z
2022-05-25,Wed,N,2022,Q2,Daylight,Baltimore City,24,Not Applicable,Not Applicable,Dry,No Defects,Not Applicable,Not Applicable,ADK458000T,20220525,07:15:00,No,N,N,2,Not Applicable,0,1025,1.32,South,S,N WOLFE ST,0,U,S,0,JEFFERSON ST,39.2966628784001,-76.590647773253,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,Parked Vehicle,2022-05-25T07:15:00Z
2022-04-10,Sun,Y,2022,Q2,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,One-way Trafficway,Not Applicable,ADH960005M,20220410,02:43:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,400 N WASHINGTON STREET,0,U,N,NA,JEFFERSON STREET,39.2962759182528,-76.5894201109793,Point,,Property Damage Crash,NA,NA,NA,N,N,Other Vehicle,2022-04-10T02:43:00Z
2022-05-23,Mon,N,2022,Q2,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADK324001S,20220523,06:46:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS ST,0,F,W,NA,600 N WOLFE ST,39.2952832277374,-76.5909870404331,Point,,Property Damage Crash,NA,Feet,NA,N,N,Other Vehicle,2022-05-23T06:46:00Z
2022-05-06,Fri,N,2022,Q2,Not Applicable,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,Not Applicable,Not Applicable,ADK4870017,20220506,23:36:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,ORLEANS,0,F,N,NA,WASHINGTON,39.2952723323314,-76.5891652364576,Point,,Property Damage Crash,Not Applicable,Feet,NA,N,N,Other Vehicle,2022-05-06T23:36:00Z
