crash_date,dotw,weekend,year,quarter,light_desc,county_desc,county_no,junction_desc,collision_type_desc,surf_cond_desc,rd_cond_desc,rd_div_desc,fix_obj_desc,report_no,acc_date,acc_time,signal_flag_desc,signal_flag,c_m_zone_flag,harm_event_code1,harm_event_desc2,harm_event_code2,rte_no,log_mile,logmile_dir_flag_desc,logmile_dir_flag,mainroad_name,distance,feet_miles_flag,distance_dir_flag,reference_no,reference_road_name,latitude,longitude,geocoded_column_type,geocoded_column_coordinates,report_type,weather_desc,feet_miles_flag_desc,reference_suffix,ped_injury,fatal_injury,harm_event_desc1,crash_datetime
2015-04-21,Tue,N,2015,Q2,Unknown,Baltimore City,24,Non Intersection,Same Direction Rear End,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADI9450006,20150421,05:32:00,No,N,N,2,Parked Vehicle,2,NA,NA,NA,NA,JEFFERSON ST.,0,U,NA,NA,BRADFORD ST.,39.2966626539609,-76.5841349959373,Point,,NA,NA,NA,NA,N,N,NA,2015-04-21T05:32:00Z
2019-04-10,Wed,N,2019,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Dry,No Defects,One-way Trafficway,Not Applicable,ADI703004P,20190410,15:00:00,No,N,N,2,Not Applicable,0,1087,0.331,North,N,N WASHINGTON ST,100,F,S,0,JEFFERSON ST,39.2962480955538,-76.589486299469,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2019-04-10T15:00:00Z
2017-03-13,Mon,N,2017,Q1,Not Applicable,Baltimore City,24,Not Applicable,Other,Not Applicable,Not Applicable,Not Applicable,Not Applicable,ADH845000Y,20170313,20:15:00,No,N,N,0,Not Applicable,0,NA,0,NA,NA,300 WASHINGTON,50,F,N,NA,1300 FAYETTE,39.2938053944186,-76.5893156826496,Point,,Property Damage Crash,Wintry Mix,NA,NA,N,N,NA,2017-03-13T20:15:00Z
2016-11-19,Sat,Y,2016,Q4,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Wet,"Holes, Ruts, Etc.","Two-way, Not Divided",Not Applicable,ADI788001R,20161119,19:40:00,Yes,Y,N,1,Not Applicable,0,NA,0,NA,NA,JEFFERSON,0,F,N,NA,MONFORD AVE.,39.296708319349,-76.5835851430893,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2016-11-19T19:40:00Z
2017-07-19,Wed,N,2017,Q3,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADJ763001T,20170719,08:00:00,Yes,Y,N,1,Not Applicable,0,40,6.53,East,E,ORLEANS ST,0,F,E,1025,N WOLFE ST,39.2953051329097,-76.590738594532,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2017-07-19T08:00:00Z
2018-12-15,Sat,Y,2018,Q4,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADI726000H,20181215,03:14:00,Yes,Y,N,1,Not Applicable,0,1680,0.83,West,W,E FAYETTE ST,0,F,W,1410,N PATTERSON PARK AVE,39.2942977437331,-76.5848652562526,Point,,Injury Crash,Raining,NA,NA,N,N,NA,2018-12-15T03:14:00Z
2019-05-03,Fri,N,2019,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI703004Q,20190503,07:35:00,Yes,Y,N,1,Fixed Object,9,1410,1.214,South,S,N PATTERSON PARK AVE,0,F,S,0,JEFFERSON ST,39.2967955468218,-76.5850924990541,Point,,Injury Crash,Cloudy,NA,NA,N,N,NA,2019-05-03T07:35:00Z
2018-08-31,Fri,N,2018,Q3,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,One-way Trafficway,Not Applicable,ADK005000B,20180831,14:52:00,No,N,N,2,Parked Vehicle,2,NA,0,NA,NA,200 BLK N. WOLFE ST,0,F,S,NA,1900 BLK E. FAYETTE ST,39.2939109309955,-76.590615651347,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-08-31T14:52:00Z
2016-01-03,Sun,Y,2016,Q1,NA,Baltimore City,24,Intersection,Same Direction Right Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADG883000P,20160103,02:00:00,Yes,Y,N,1,Not Applicable,0,1680,1.07,West,W,E FAYETTE ST,0,F,W,1087,N WASHINGTON ST,39.2953528749223,-76.5893559157848,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2016-01-03T02:00:00Z
2018-06-21,Thu,N,2018,Q2,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ462005T,20180621,14:53:00,Yes,Y,N,1,Other Vehicle,1,40,6.873,East,E,ORLEANS ST,10,F,W,0,E BRADFORD ST,39.2955438426471,-76.5843012928963,Point,,Property Damage Crash,Cloudy,NA,NA,N,N,NA,2018-06-21T14:53:00Z
2017-06-02,Fri,N,2017,Q2,Not Applicable,Baltimore City,24,Not Applicable,Angle Meets Left Turn Head On,Not Applicable,Not Applicable,Not Applicable,Not Applicable,ADH8850029,20170602,11:43:00,No,N,N,0,Not Applicable,0,150,1.82,East,E,EASTERN AVE,2,F,E,6152,GUSRYAN ST,39.2900533127773,-76.5890622138977,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2017-06-02T11:43:00Z
2018-05-08,Tue,N,2018,Q2,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ9330008,20180508,17:51:00,Yes,Y,N,1,Not Applicable,0,1087,0.257,North,N,N WASHINGTON ST,0,F,N,40,ORLEANS ST,39.2953352311388,-76.5893961489201,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-05-08T17:51:00Z
2018-12-08,Sat,Y,2018,Q4,Not Applicable,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ937000S,20181208,11:25:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,300 N. COLLINGTON,5,F,S,NA,2200 ORLEANS ST,39.2954347306931,-76.5864478987419,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-12-08T11:25:00Z
2019-09-18,Wed,N,2019,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,Not Applicable,"Two-way, Not Divided",Not Applicable,ADK107000T,20190918,09:03:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,W BALTIMORE ST,50,F,E,NA,N BENTALOU ST,39.2967218581995,-76.5910873234605,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2019-09-18T09:03:00Z
2018-08-30,Thu,N,2018,Q3,Not Applicable,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ8480018,20180830,08:02:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,E BALTIMORE ST,200,F,W,NA,S CONKLING ST,39.2964983923615,-76.5881314109062,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-08-30T08:02:00Z
2016-01-21,Thu,N,2016,Q1,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ385002L,20160121,23:00:00,Yes,Y,N,1,Not Applicable,0,1680,1.14,West,W,E FAYETTE ST,0,F,W,1025,N WOLFE ST,39.2941719201832,-76.5906634926796,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-01-21T23:00:00Z
2018-11-21,Wed,N,2018,Q4,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ8700009,20181121,19:07:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,E BALTIMORE ST,0,F,N,NA,N WOLFE ST,39.291655658682,-76.5904455392695,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-11-21T19:07:00Z
2018-05-25,Fri,N,2018,Q2,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ866000L,20180525,12:30:00,Yes,Y,N,1,Not Applicable,0,1680,0.83,West,W,E FAYETTE ST,0,F,W,1410,N PATTERSON PARK AVE,39.294304618895,-76.5848457813263,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-05-25T12:30:00Z
2018-03-08,Thu,N,2018,Q1,Daylight,Baltimore City,24,Non Intersection,Other,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ842000K,20180308,17:11:00,No,N,N,3,Not Applicable,0,1680,1.14,West,W,E FAYETTE ST,1,U,E,1025,N WOLFE ST,39.2940534502687,-76.5903617441654,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2018-03-08T17:11:00Z
2018-03-16,Fri,N,2018,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ8380018,20180316,20:46:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,N CHESTER,100,F,S,NA,E FAYETTE ST,39.2940955948609,-76.5875481069088,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-03-16T20:46:00Z
2018-01-29,Mon,N,2018,Q1,Daylight,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ8700004,20180129,10:00:00,Yes,Y,Y,1,Not Applicable,0,40,6.911,East,E,ORLEANS ST,0,F,E,0,N MONTFORD AVE,39.2955490319802,-76.5835247933865,Point,,Injury Crash,Not Applicable,NA,NA,N,N,NA,2018-01-29T10:00:00Z
2016-05-10,Tue,N,2016,Q2,Daylight,Baltimore City,24,Non Intersection,Single Vehicle,Wet,No Defects,"Two-way, Not Divided",Fence,ADI0120019,20160510,13:30:00,No,N,N,9,Fixed Object,9,NA,0,NA,NA,1800 ORLEANS ST,100,F,E,NA,400 N WOLFE STREET,39.2953134358707,-76.5907895565033,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2016-05-10T13:30:00Z
2015-07-25,Sat,Y,2015,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADI467000S,20150725,12:15:00,Yes,Y,N,1,Other Vehicle,1,1410,1.29,South,S,N PATTERSON PARK AVE,5,F,N,40,ORLEANS ST,39.2954587375297,-76.5851354598999,Point,,NA,Not Applicable,NA,NA,N,N,NA,2015-07-25T12:15:00Z
2015-04-21,Tue,N,2015,Q2,Daylight,Baltimore City,24,Intersection,Other,Not Applicable,No Defects,"Two-way, Not Divided",Not Applicable,ADJ5860006,20150421,15:08:00,Yes,Y,N,1,Other Vehicle,1,NA,NA,NA,NA,1800 E. BALTIMORE STREET,0,F,NA,NA,UNIT BLK S. ANN STREET,39.2916102175307,-76.5917712450027,Point,,NA,Not Applicable,NA,NA,N,N,NA,2015-04-21T15:08:00Z
2015-02-27,Fri,N,2015,Q1,Daylight,Baltimore City,24,Not Applicable,Same Direction Sideswipe,Dry,No Defects,One-way Trafficway,Not Applicable,ADI6010009,20150227,07:00:00,No,N,N,2,Not Applicable,0,1025,1.4,South,S,N WOLFE ST,10,F,S,40,ORLEANS ST,39.2951100130415,-76.5906929969788,Point,,NA,NA,NA,NA,N,N,NA,2015-02-27T07:00:00Z
2017-05-17,Wed,N,2017,Q2,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADI8010036,20170517,15:30:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,1800 ORLEANS ST.,0,F,E,NA,600 N. BROADWAY,39.2952283304733,-76.5920689702034,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-05-17T15:30:00Z
2017-03-16,Thu,N,2017,Q1,Daylight,Baltimore City,24,Intersection Related,Same Direction Rear End Right Turn,Dry,"Holes, Ruts, Etc.","Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,BSPDA2320001,20170316,16:05:00,Yes,Y,N,1,Other Vehicle,1,1515,0,North,N,N CALVERT ST,10,F,N,1,NORTH AVE,39.2931546328444,-76.5877532958984,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-03-16T16:05:00Z
2018-06-08,Fri,N,2018,Q2,Daylight,Baltimore City,24,Non Intersection,Same Movement Angle,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ902000G,20180608,18:00:00,No,N,N,3,Pedestrian,3,NA,0,NA,NA,2000 E. BALTIMORE ST,0,U,U,NA,001 N. WASHINGTON ST,39.2917300977613,-76.5891540795565,Point,,Injury Crash,Clear,NA,NA,Y,N,NA,2018-06-08T18:00:00Z
2016-09-19,Mon,N,2016,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Sideswipe,Wet,No Defects,One-way Trafficway,Not Applicable,ADJ7990003,20160919,13:10:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,N. COLLINGTON,0,U,S,NA,ORLEANS ST.,39.2955168581089,-76.5864792466164,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2016-09-19T13:10:00Z
2017-07-10,Mon,N,2017,Q3,Not Applicable,Baltimore City,24,Not Applicable,Same Direction Rear End Left Turn,Not Applicable,Not Applicable,Not Applicable,Not Applicable,ADH885002M,20170710,15:00:00,No,N,N,0,Not Applicable,0,1665,1.798,East,E,E BALTIMORE ST,2,M,E,2945,N MILTON AVE,39.2917970437749,-76.586240530014,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2017-07-10T15:00:00Z
2019-04-24,Wed,N,2019,Q2,Daylight,Baltimore City,24,Non Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADF784009S,20190424,17:04:00,No,N,N,1,Not Applicable,0,1680,1.015,West,W,E FAYETTE ST,7.3,F,W,0,N CASTLE ST,39.2941698525275,-76.5883250227192,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2019-04-24T17:04:00Z
2017-06-16,Fri,N,2017,Q2,Daylight,Baltimore City,24,Not Applicable,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ632002N,20170616,18:24:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,2300 JEFFERSON,5,F,S,NA,400 N PATTERSON,39.2966356698538,-76.5849933028221,Point,,Property Damage Crash,Not Applicable,NA,NA,N,N,NA,2017-06-16T18:24:00Z
2015-05-02,Sat,Y,2015,Q2,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,One-way Trafficway,Not Applicable,ADI703000J,20150502,20:30:00,No,N,N,1,Not Applicable,0,1087,0.257,North,N,N WASHINGTON ST,20,F,N,40,ORLEANS ST,39.2955915844969,-76.5894484519959,Point,,NA,NA,NA,NA,N,N,NA,2015-05-02T20:30:00Z
2018-10-16,Tue,N,2018,Q4,Daylight,Baltimore City,24,Not Applicable,Same Direction Rear End,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ951000J,20181016,08:25:00,No,N,N,1,Not Applicable,0,1680,1.14,West,W,E FAYETTE ST,30,F,W,1025,N WOLFE ST,39.2916769842333,-76.5901736806558,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2018-10-16T08:25:00Z
2018-07-23,Mon,N,2018,Q3,Dusk,Baltimore City,24,Intersection,Other,Dry,No Defects,One-way Trafficway,Not Applicable,ADJ879000K,20180723,08:56:00,Yes,Y,N,3,Not Applicable,0,1025,1.4,South,S,N WOLFE ST,0,F,S,40,ORLEANS ST,39.2952994246234,-76.5907010436058,Point,,Injury Crash,Foggy,NA,NA,N,N,NA,2018-07-23T08:56:00Z
2017-01-01,Sun,Y,2017,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Other,Dry,No Defects,Not Applicable,Not Applicable,ADJ079000T,20170101,21:10:00,No,N,N,2,Not Applicable,0,NA,0,NA,NA,DUNCAN ST,0,F,N,NA,FAYETTE ST,39.2937358555917,-76.5883621573448,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-01-01T21:10:00Z
2017-10-06,Fri,N,2017,Q4,Daylight,Baltimore City,24,Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADJ872000C,20171006,12:00:00,Yes,Y,N,1,Other Vehicle,1,NA,0,NA,NA,ORLEANS ST,0,F,W,NA,WOLFE ST,39.2952719210556,-76.5908968448639,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-10-06T12:00:00Z
2016-12-10,Sat,Y,2016,Q4,Daylight,Baltimore City,24,Intersection,Same Direction Right Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ474003K,20161210,15:05:00,No,N,N,1,Other Vehicle,1,NA,6.911,East,E,ORLEANS ST,0,F,E,NA,N MONTFORD AVE,39.2955832815688,-76.5834939479828,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2016-12-10T15:05:00Z
2015-05-19,Tue,N,2015,Q2,Daylight,Baltimore City,24,Intersection,Same Direction Rear End Left Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADH8400006,20150519,13:50:00,Yes,Y,N,1,Other Vehicle,1,1680,1.07,West,W,E FAYETTE ST,0,F,W,1087,N WASHINGTON ST,39.2941219508925,-76.5893411636353,Point,,NA,NA,NA,NA,N,N,NA,2015-05-19T13:50:00Z
2016-12-14,Wed,N,2016,Q4,Daylight,Baltimore City,24,Not Applicable,Same Movement Angle,Dry,No Defects,"Two-way, Not Divided",Not Applicable,ADJ632001Q,20161214,16:34:00,No,N,N,1,Not Applicable,0,NA,0,NA,NA,2200 E LOMBARD ST,5,F,E,NA,100 S COLLINGTON,39.2918385606503,-76.5858113765717,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2016-12-14T16:34:00Z
2015-11-17,Tue,N,2015,Q4,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,MTA0238000B,20151117,07:00:00,Yes,Y,N,1,Other Vehicle,1,1670,2.19,East,E,W BALTIMORE ST,10,F,W,0,S POPPLETON ST,39.2941219508925,-76.5893626213074,Point,,NA,NA,NA,NA,N,N,NA,2015-11-17T07:00:00Z
2015-03-20,Fri,N,2015,Q1,Dark Lights On,Baltimore City,24,NA,Other,NA,NA,NA,Building,ADF686000D,20150320,01:50:00,No,N,N,9,Fixed Object,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2954836463553,-76.5895342826843,Point,,NA,NA,NA,NA,N,N,NA,2015-03-20T01:50:00Z
2016-01-01,Fri,N,2016,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Angle Meets Left Turn Head On,Wet,No Defects,"Two-way, Not Divided",Not Applicable,ADJ133000G,20160101,21:30:00,No,N,N,1,Parked Vehicle,2,1665,1.586,East,E,E BALTIMORE ST,20,F,W,0,N COLLINGTON AVE,39.291841674415,-76.5862418711185,Point,,Property Damage Crash,NA,NA,NA,N,N,NA,2016-01-01T21:30:00Z
2017-02-25,Sat,Y,2017,Q1,Dark Lights On,Baltimore City,24,Intersection,Same Movement Angle,Dry,No Defects,One-way Trafficway,Not Applicable,ADI8240017,20170225,20:25:00,No,N,N,1,Other Vehicle,1,NA,0,NA,NA,E. BALTIMORE,0,F,N,NA,S. COLLINGTON,39.291827143512,-76.5862452238798,Point,,Property Damage Crash,Clear,NA,NA,N,N,NA,2017-02-25T20:25:00Z
2017-08-18,Fri,N,2017,Q3,Daylight,Baltimore City,24,Non Intersection,Same Direction Rear End Left Turn,Wet,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Building,ADJ763001Z,20170818,18:00:00,No,N,N,1,Fixed Object,9,40,6.53,East,E,ORLEANS ST,0,F,W,1025,N WOLFE ST,39.2953466477051,-76.5900184214115,Point,,Property Damage Crash,Raining,NA,NA,N,N,NA,2017-08-18T18:00:00Z
2015-03-25,Wed,N,2015,Q1,Daylight,Baltimore City,24,Non Intersection,Same Direction Right Turn,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADJ6840003,20150325,07:05:00,No,N,N,1,Other Vehicle,1,40,6.6,East,E,ORLEANS ST,50,F,E,1087,N WASHINGTON ST,39.2953175873509,-76.5893733501434,Point,,NA,NA,NA,NA,N,N,NA,2015-03-25T07:05:00Z
2016-08-14,Sun,Y,2016,Q3,Daylight,Baltimore City,24,Intersection,Head On Left Turn,Dry,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADI5260012,20160814,07:00:00,Yes,Y,N,1,Not Applicable,0,40,6.35,East,E,ORLEANS ST,0,F,E,1445,N BROADWAY,39.2953466477051,-76.5920957922935,Point,,Injury Crash,NA,NA,NA,N,N,NA,2016-08-14T07:00:00Z
2017-11-03,Fri,N,2017,Q4,Dark No Lights,Baltimore City,24,Intersection,Other,Not Applicable,No Defects,"Two-way, Divided, Positive Median Barrier",Not Applicable,ADI1560007,20171103,18:15:00,Yes,Y,N,3,Not Applicable,0,NA,0,NA,NA,1800 ORLEANS ST,0,F,N,NA,300 N.WASHINGTON ST,39.2954430181271,-76.5894860029221,Point,,Injury Crash,Clear,NA,NA,N,N,NA,2017-11-03T18:15:00Z
2017-01-31,Tue,N,2017,Q1,Dark Lights On,Baltimore City,24,Non Intersection,Same Direction Rear End,Dry,No Defects,"Two-way, Divided, Unprotected (painted >4 feet) Median",Not Applicable,ADI286000Z,20170131,18:45:00,No,N,N,1,Other Vehicle,1,40,6.643,East,E,ORLEANS ST,15,F,W,0,N CASTLE ST,39.2954914544284,-76.5883192420006,Point,,Injury Crash,Not Applicable,NA,NA,N,N,NA,2017-01-31T18:45:00Z
